DATE,REGION,LOCATION,TYPE,MGMT,BEDS,COUNT,OCCUPANCY,RATE IDR,RATE USD,MONTHLY IDR,MONTHLY USD,TOTAL REVENUE
Oct/21,Gianyar,Ubud,Guest House,Individual ,6,,7.4%,"Rp1,585,767",$112,"Rp2,114,309",$149,$448
Oct/21,Non Bali,Lombok,Guest House,Individual ,5,,30.8%,"Rp1,588,770",$112,"Rp6,355,082",$449,$449
Oct/21,Central Badung,Kuta,Villa,Professional,2,5,9.1%,"Rp1,271,426",$90,"Rp3,178,566",$224,$449
Nov/23,Other,Nusa Penida,Guest House,Individual ,6,,4.3%,"Rp1,396,733",$90,"Rp2,327,888",$150,$450
Jan/22,Mengwi,Mengwi,Villa,Professional,3,2,16.2%,"Rp1,116,535",$78,"Rp3,349,605",$233,$466
Jan/24,Other,Kintamani,Villa,Professional,1,8,4.0%,"Rp826,515",$52,"Rp929,830",$59,$472
Apr/22,Other,Kintamani,Villa,Professional,1,,33.3%,"Rp628,219",$43,"Rp2,303,421",$159,$477
Nov/21,North Badung,Canggu,Apartment,Professional,2,1,75.0%,"Rp1,153,750",$81,"Rp6,922,500",$483,$483
Dec/21,Other,Kintamani,Guest House,Individual ,3,,41.3%,"Rp368,459",$26,"Rp3,500,360",$246,$491
Feb/22,Tabanan,Tabanan,Apartment,Individual ,1,1,25.9%,"Rp1,014,885",$71,"Rp7,104,194",$495,$495
Mar/22,Other,Kintamani,Guest House,Individual ,4,,8.2%,"Rp1,436,257",$100,"Rp2,393,714",$167,$500
Nov/21,Central Badung,Seminyak,Apartment,Professional,2,2,4.6%,"Rp3,603,104",$252,"Rp7,206,209",$503,$503
Oct/22,Non Bali,Lombok,Guest House,Individual ,5,,10.0%,"Rp1,328,683",$85,"Rp3,986,048",$256,$511
Mar/22,Other,Kintamani,Villa,Individual ,2,,17.4%,"Rp935,212",$65,"Rp7,481,698",$521,$521
Jan/22,North Badung,Canggu,Apartment,Professional,2,3,9.1%,"Rp941,182",$65,"Rp2,509,770",$175,$524
Mar/22,Mengwi,Mengwi,Villa,Professional,2,3,33.3%,"Rp1,254,102",$87,"Rp2,508,157",$175,$524
Nov/21,South Badung,Bukit,Guest House,Individual ,5,,5.9%,"Rp1,876,026",$131,"Rp3,752,052",$262,$524
Feb/22,Mengwi,Mengwi,Apartment,Individual ,1,3,87.5%,"Rp273,081",$19,"Rp2,548,808",$177,$532
Jan/22,Non Bali,Lombok,Villa,Professional,5,,9.7%,"Rp2,576,619",$179,"Rp7,729,857",$538,$538
Feb/24,Other,Lovina,Apartment,Individual ,1,6,12.9%,"Rp656,106",$42,"Rp2,843,073",$181,$543
Feb/22,Other,Kintamani,Villa,Individual ,2,,19.5%,"Rp977,183",$68,"Rp3,908,733",$272,$544
Jul/22,South Badung,Jimbaran,Apartment,Professional,2,1,85.7%,"Rp677,335",$46,"Rp8,128,022",$548,$548
Oct/21,Gianyar,Ubud,Guest House,Individual ,4,,3.5%,"Rp1,319,714",$93,"Rp1,319,667",$93,$559
Jun/24,Other,Kintamani,Villa,Professional,1,4,6.0%,"Rp2,303,988",$141,"Rp4,607,977",$281,$563
Mar/22,North Badung,Canggu,Apartment,Individual ,3,2,28.6%,"Rp2,027,783",$141,"Rp4,055,567",$282,$565
Jan/23,Other,Candidasa,Villa,Professional,1,,26.5%,"Rp940,480",$63,"Rp4,232,158",$282,$565
Oct/21,Central Badung,Kuta,Villa,Individual ,5,3,4.5%,"Rp2,728,503",$193,"Rp8,185,510",$578,$578
Nov/21,South Badung,Bukit,Guest House,Individual ,4,,8.8%,"Rp923,630",$64,"Rp1,662,535",$116,$580
Nov/21,Other,Candidasa,Villa,Individual ,1,,17.7%,"Rp758,277",$53,"Rp2,780,348",$194,$582
May/24,Other,Kintamani,Villa,Professional,1,6,6.7%,"Rp1,353,285",$83,"Rp3,157,612",$194,$583
Dec/21,Other,Kintamani,Villa,Individual ,2,,18.6%,"Rp1,039,729",$73,"Rp4,158,914",$292,$584
Jun/22,Other,Candidasa,Villa,Professional,2,,82.0%,"Rp6,081,754",$408,"Rp124,675,959","$8,370",$585
Apr/22,Central Badung,Kuta,Apartment,Individual ,2,4,12.5%,"Rp1,070,323",$74,"Rp2,140,646",$148,$591
Nov/21,Central Badung,Kuta,Apartment,Individual ,2,2,15.9%,"Rp1,213,869",$85,"Rp4,248,542",$297,$593
Aug/23,Non Bali,Lombok,Guest House,Individual ,5,,16.5%,"Rp602,386",$40,"Rp1,807,159",$119,$593
Apr/22,Other,Candidasa,Apartment,Individual ,1,,23.5%,"Rp1,082,894",$75,"Rp2,165,788",$149,$598
Apr/24,Gianyar,Ubud,Apartment,Professional,1,3,30.3%,"Rp972,961",$60,"Rp9,729,610",$599,$599
Dec/21,Mengwi,Mengwi,Villa,Professional,1,1,83.3%,"Rp1,717,968",$121,"Rp8,589,840",$603,$603
Jan/22,South Badung,Bukit,Apartment,Professional,2,1,75.0%,"Rp482,718",$34,"Rp8,688,932",$604,$604
Jan/22,South Badung,Jimbaran,Apartment,Professional,2,1,75.0%,"Rp482,718",$34,"Rp8,688,932",$604,$604
Jan/22,Other,Nusa Penida,Guest House,Individual ,3,,2.4%,"Rp1,093,274",$76,"Rp1,457,651",$101,$608
Jun/25,North Badung,Padonan,Guest House,Individual ,5,3,11.5%,"Rp1,411,054",$87,"Rp4,938,688",$304,$608
Jan/22,Non Bali,Lombok,Apartment,Individual ,2,,31.0%,"Rp978,161",$68,"Rp8,803,448",$612,$612
Nov/21,Other,Candidasa,Apartment,Individual ,2,,16.3%,"Rp1,254,399",$88,"Rp2,926,884",$204,$613
Apr/22,Other,Kintamani,Guest House,Individual ,4,,13.3%,"Rp2,223,255",$153,"Rp8,893,018",$614,$614
Sep/22,Non Bali,Lombok,Guest House,Individual ,2,,4.8%,"Rp2,347,906",$154,"Rp4,695,813",$308,$617
Jan/22,Other,Kintamani,Guest House,Individual ,4,,5.5%,"Rp1,483,942",$103,"Rp2,967,836",$206,$619
Oct/24,North Badung,Canggu,Guest House,Individual ,5,3,25.4%,"Rp542,033",$35,"Rp4,878,293",$311,$622
Oct/24,North Badung,Padonan,Guest House,Individual ,5,2,30.5%,"Rp542,033",$35,"Rp4,878,293",$311,$622
Oct/21,Other,Nusa Lembongan,Guest House,Professional,5,,3.5%,"Rp2,953,535",$209,"Rp4,430,302",$313,$626
Jan/22,Mengwi,Mengwi,Apartment,Individual ,1,5,54.7%,"Rp261,343",$18,"Rp2,286,749",$159,$636
Mar/22,South Badung,Jimbaran,Apartment,Professional,1,1,100.0%,"Rp305,658",$21,"Rp9,169,729",$638,$638
Feb/24,Other,Nusa Lembongan,Guest House,Professional,5,4,13.7%,"Rp775,507",$49,"Rp3,360,480",$214,$642
Feb/22,Other,Nusa Penida,Guest House,Individual ,2,,5.5%,"Rp769,146",$54,"Rp1,025,543",$71,$643
Nov/21,Other,Munduk,Villa,Individual ,1,2,26.8%,"Rp838,231",$59,"Rp4,610,271",$322,$644
Apr/22,Other,Candidasa,Villa,Professional,2,,100.0%,"Rp5,344,431",$369,"Rp5,344,431",$369,$646
Nov/21,Other,Nusa Lembongan,Guest House,Professional,2,,9.9%,"Rp661,650",$46,"Rp1,852,620",$129,$647
Jan/24,Other,Nusa Lembongan,Guest House,Professional,6,12,3.3%,"Rp935,135",$59,"Rp3,428,775",$217,$652
Oct/21,Central Badung,Kuta,Villa,Professional,4,2,100.0%,"Rp2,320,634",$164,"Rp4,641,269",$328,$655
Jan/24,Non Bali,Lombok,Villa,Professional,5,,20.0%,"Rp2,598,854",$165,"Rp10,395,416",$659,$659
May/22,Central Badung,Legian,Apartment,Individual ,3,2,25.7%,"Rp1,068,373",$73,"Rp4,807,677",$330,$659
Mar/24,Central Badung,Kuta,Villa,Professional,4,1,3.6%,"Rp10,498,869",$662,"Rp10,498,869",$662,$662
Feb/22,Denpasar,Sanur,Apartment,Individual ,3,1,14.3%,"Rp4,786,058",$333,"Rp9,572,117",$666,$666
Apr/22,Other,Munduk,Villa,Individual ,2,1,16.7%,"Rp2,427,981",$168,"Rp9,711,923",$670,$670
Mar/22,Other,Munduk,Villa,Individual ,2,1,12.9%,"Rp2,428,333",$169,"Rp9,713,333",$676,$676
Oct/21,Central Badung,Kuta,Apartment,Individual ,1,7,10.6%,"Rp532,886",$38,"Rp1,918,391",$135,$677
Apr/22,Non Bali,Lombok,Guest House,Individual ,5,,16.1%,"Rp1,972,755",$136,"Rp9,863,775",$680,$680
Oct/23,South Badung,Bukit,Guest House,Individual ,4,,25.3%,"Rp433,478",$27,"Rp5,418,477",$341,$682
Sep/25,Other,Nusa Lembongan,Guest House,Professional,5,8,1.6%,"Rp3,792,731",$228,"Rp11,378,193",$683,$683
Oct/21,Other,Lovina,Guest House,Individual ,1,,9.4%,"Rp333,667",$24,"Rp967,634",$68,$683
Mar/23,Other,Candidasa,Villa,Professional,1,,50.0%,"Rp1,711,424",$114,"Rp10,268,544",$685,$685
Nov/21,South Badung,Bukit,Apartment,Professional,2,1,11.1%,"Rp3,291,024",$230,"Rp9,873,073",$689,$689
Mar/24,Other,Kintamani,Villa,Individual ,4,4,9.9%,"Rp1,569,130",$99,"Rp5,491,957",$346,$693
Dec/21,Mengwi,Mengwi,Apartment,Individual ,1,4,36.5%,"Rp285,101",$20,"Rp4,989,265",$350,$700
Oct/22,Non Bali,Lombok,Apartment,Individual ,2,,38.9%,"Rp1,564,903",$100,"Rp10,954,318",$702,$702
Sep/22,South Badung,Jimbaran,Apartment,Individual ,2,2,63.6%,"Rp512,335",$34,"Rp5,379,516",$353,$707
Sep/24,Non Bali,Lombok,Guest House,Individual ,6,6,3.6%,"Rp1,529,615",$101,"Rp3,569,102",$236,$707
Feb/23,Non Bali,Lombok,Apartment,Individual ,2,,76.9%,"Rp1,084,830",$71,"Rp10,848,295",$712,$712
Jan/22,Other,Kintamani,Villa,Individual ,2,,15.0%,"Rp1,137,211",$79,"Rp5,117,452",$356,$712
Mar/23,Non Bali,Lombok,Villa,Professional,2,,6.9%,"Rp5,358,848",$357,"Rp10,717,696",$715,$715
Feb/22,Denpasar,Sanur,Guest House,Individual ,2,,54.6%,"Rp172,136",$12,"Rp2,582,046",$180,$719
Jun/22,Non Bali,Lombok,Apartment,Individual ,2,,26.7%,"Rp1,339,020",$90,"Rp10,712,156",$719,$719
Dec/21,Non Bali,Lombok,Apartment,Individual ,1,,12.8%,"Rp791,807",$56,"Rp5,146,746",$361,$722
May/22,Other,Candidasa,Apartment,Individual ,2,,23.7%,"Rp1,170,664",$80,"Rp5,267,987",$361,$723
Oct/22,Other,Kintamani,Villa,Individual ,2,,18.6%,"Rp1,025,385",$66,"Rp5,639,617",$362,$723
Dec/21,Mengwi,Mengwi,Villa,Professional,3,1,100.0%,"Rp2,576,952",$181,"Rp10,307,808",$723,$723
Jan/22,Other,Nusa Lembongan,Villa,Professional,2,,1.5%,"Rp10,420,992",$725,"Rp10,420,992",$725,$725
May/23,South Badung,Jimbaran,Apartment,Professional,2,1,100.0%,"Rp725,225",$48,"Rp10,878,368",$726,$726
Mar/22,Other,Kintamani,Guest House,Individual ,2,,16.3%,"Rp417,716",$29,"Rp2,088,581",$145,$727
Mar/22,Gianyar,Ubud,Apartment,Individual ,2,3,57.1%,"Rp2,632,184",$183,"Rp10,528,738",$733,$733
Oct/21,Other,Amed,Guest House,Individual ,1,,9.2%,"Rp325,680",$23,"Rp868,480",$61,$736
May/23,Central Badung,Kuta,Villa,Professional,4,2,21.8%,"Rp921,331",$61,"Rp11,055,974",$738,$738
Jan/23,Non Bali,Lombok,Guest House,Individual ,5,,20.0%,"Rp2,215,304",$148,"Rp5,538,260",$370,$739
Jul/23,Mengwi,Mengwi,Apartment,Individual ,2,1,66.7%,"Rp2,786,807",$185,"Rp11,147,229",$739,$739
Jun/22,Other,Candidasa,Apartment,Individual ,2,,16.4%,"Rp1,232,748",$83,"Rp2,773,683",$186,$745
Apr/22,Other,Kintamani,Villa,Individual ,2,,22.2%,"Rp901,514",$62,"Rp5,409,081",$373,$746
Nov/23,Central Badung,Legian,Apartment,Individual ,3,5,14.6%,"Rp832,497",$54,"Rp2,330,991",$150,$752
Sep/24,Gianyar,Ubud,Apartment,Professional,1,3,16.9%,"Rp1,045,800",$69,"Rp5,751,900",$380,$760
Dec/21,South Badung,Bukit,Guest House,Individual ,5,,12.2%,"Rp1,806,252",$127,"Rp3,612,457",$254,$761
Nov/21,Other,Kintamani,Villa,Individual ,2,,23.6%,"Rp840,215",$59,"Rp5,461,398",$381,$763
Feb/22,Central Badung,Seminyak,Apartment,Professional,2,1,21.4%,"Rp1,830,733",$127,"Rp10,984,397",$765,$765
Mar/23,Non Bali,Lombok,Guest House,Individual ,3,,19.6%,"Rp442,339",$30,"Rp2,875,206",$192,$767
Oct/21,Central Badung,Kuta,Villa,Professional,1,4,18.8%,"Rp841,703",$59,"Rp3,647,334",$257,$772
Apr/22,Central Badung,Kuta,Villa,Professional,5,1,50.0%,"Rp3,749,722",$259,"Rp11,249,165",$776,$776
Jan/22,Other,Nusa Penida,Guest House,Individual ,5,,1.9%,"Rp2,250,247",$156,"Rp2,812,809",$196,$782
Jun/22,Non Bali,Lombok,Apartment,Individual ,1,,20.7%,"Rp507,330",$34,"Rp2,917,150",$196,$783
May/24,Mengwi,Mengwi,Apartment,Individual ,2,3,39.0%,"Rp796,050",$49,"Rp6,368,400",$392,$784
Feb/22,Central Badung,Kuta,Villa,Professional,2,4,14.3%,"Rp940,331",$65,"Rp3,761,371",$262,$786
Nov/21,Central Badung,Legian,Apartment,Individual ,2,6,10.8%,"Rp664,213",$46,"Rp2,258,324",$158,$789
Jul/23,Central Badung,Kuta,Villa,Professional,4,1,41.9%,"Rp915,183",$61,"Rp11,897,379",$789,$789
Oct/23,Non Bali,Lombok,Guest House,Individual ,6,,12.5%,"Rp1,567,444",$99,"Rp12,539,554",$790,$790
Nov/25,North Badung,Kerobokan,Guest House,Individual ,3,5,20.8%,"Rp1,200,225",$72,"Rp6,601,240",$396,$793
Jun/23,Central Badung,Kuta,Villa,Professional,4,1,43.3%,"Rp916,023",$61,"Rp11,908,296",$794,$794
Nov/21,Other,Candidasa,Villa,Individual ,3,,15.7%,"Rp1,423,865",$99,"Rp5,695,458",$398,$795
Feb/22,Central Badung,Kuta,Villa,Individual ,5,3,66.7%,"Rp5,720,445",$398,"Rp5,720,445",$398,$796
Oct/21,North Badung,Kerobokan,Apartment,Professional,1,1,96.8%,"Rp379,740",$27,"Rp11,392,205",$804,$804
Oct/21,Other,Lovina,Apartment,Individual ,1,,9.2%,"Rp1,631,476",$115,"Rp5,710,167",$403,$806
Feb/23,Other,Candidasa,Villa,Professional,1,,23.3%,"Rp1,758,419",$115,"Rp12,308,935",$807,$807
Jan/22,Denpasar,Sanur,Guest House,Individual ,2,,9.0%,"Rp528,988",$37,"Rp1,939,622",$135,$809
Jul/24,Gianyar,Ubud,Apartment,Professional,1,2,70.4%,"Rp695,002",$43,"Rp6,602,519",$406,$812
Feb/24,Other,Nusa Lembongan,Guest House,Professional,6,3,25.6%,"Rp640,363",$41,"Rp4,055,687",$258,$812
Dec/24,Other,Nusa Lembongan,Guest House,Professional,3,150,10.4%,"Rp1,014,153",$63,"Rp2,636,799",$164,$819
Sep/25,Denpasar,Sanur,Guest House,Individual ,4,3,6.0%,"Rp2,740,589",$164,"Rp13,702,946",$822,$822
Feb/24,Other,Kintamani,Villa,Professional,1,3,12.7%,"Rp1,447,694",$92,"Rp4,343,083",$276,$829
Jan/22,Other,Munduk,Villa,Individual ,2,4,7.8%,"Rp1,331,253",$93,"Rp2,995,320",$208,$833
Jul/22,Other,Nusa Lembongan,Guest House,Professional,4,,9.1%,"Rp539,217",$36,"Rp1,550,323",$105,$836
Feb/22,Gianyar,Ubud,Apartment,Individual ,3,1,17.9%,"Rp2,410,861",$168,"Rp12,054,305",$839,$839
Jun/23,Other,Nusa Penida,Apartment,Individual ,1,,27.0%,"Rp633,420",$42,"Rp4,222,750",$282,$845
Aug/23,Central Badung,Kuta,Villa,Professional,4,1,45.2%,"Rp922,347",$61,"Rp12,912,863",$848,$848
Nov/24,Other,Nusa Lembongan,Guest House,Professional,5,93,7.9%,"Rp1,223,199",$77,"Rp3,363,797",$212,$849
Jan/22,Other,Lovina,Guest House,Individual ,1,,11.3%,"Rp226,912",$16,"Rp816,931",$57,$852
Nov/21,Tabanan,Tabanan,Apartment,Individual ,1,1,40.0%,"Rp1,017,806",$71,"Rp12,213,672",$853,$853
Nov/21,Other,Nusa Penida,Guest House,Individual ,6,,4.3%,"Rp6,113,929",$427,"Rp12,227,858",$854,$854
Dec/23,Other,Nusa Lembongan,Guest House,Professional,3,,10.4%,"Rp1,014,153",$66,"Rp2,636,799",$171,$856
Sep/23,Non Bali,Lombok,Guest House,Individual ,6,,28.6%,"Rp666,528",$43,"Rp3,110,409",$201,$858
Oct/22,Other,Kintamani,Villa,Professional,1,,23.3%,"Rp789,082",$51,"Rp4,471,466",$287,$860
Sep/25,Other,Nusa Penida,Guest House,Individual ,6,17,10.2%,"Rp1,189,895",$71,"Rp5,592,504",$336,$862
Jan/22,Other,Nusa Lembongan,Guest House,Professional,3,,5.0%,"Rp2,077,996",$145,"Rp4,155,943",$289,$867
Nov/23,Other,Nusa Lembongan,Guest House,Professional,5,,7.9%,"Rp1,223,199",$79,"Rp3,363,797",$217,$868
Nov/23,South Badung,Bukit,Guest House,Individual ,5,,16.3%,"Rp539,449",$35,"Rp3,371,557",$217,$870
May/22,Non Bali,Lombok,Apartment,Individual ,2,,29.0%,"Rp1,409,343",$97,"Rp12,684,084",$870,$870
Nov/21,South Badung,Jimbaran,Guest House,Individual ,2,,7.4%,"Rp962,428",$67,"Rp2,085,261",$146,$874
Sep/22,Other,Munduk,Villa,Individual ,2,2,15.0%,"Rp2,219,050",$146,"Rp13,314,302",$875,$875
Nov/22,Non Bali,Lombok,Guest House,Individual ,5,,9.1%,"Rp4,601,313",$293,"Rp6,901,970",$439,$878
Apr/22,Non Bali,Lombok,Guest House,Individual ,6,,21.4%,"Rp2,019,030",$139,"Rp6,057,089",$418,$878
Jan/22,Other,Nusa Penida,Guest House,Individual ,2,,3.0%,"Rp549,554",$38,"Rp1,053,265",$73,$879
May/22,South Badung,Jimbaran,Apartment,Professional,2,1,100.0%,"Rp610,267",$42,"Rp12,815,601",$879,$879
Feb/22,Gianyar,Ubud,Apartment,Professional,1,3,46.5%,"Rp636,239",$44,"Rp6,362,391",$443,$886
Aug/22,South Badung,Jimbaran,Apartment,Individual ,2,6,39.2%,"Rp657,552",$44,"Rp2,191,791",$148,$886
Jan/22,Non Bali,Lombok,Apartment,Individual ,1,,23.3%,"Rp533,217",$37,"Rp2,559,442",$178,$890
Jan/22,South Badung,Bukit,Guest House,Individual ,5,,7.1%,"Rp1,834,307",$128,"Rp6,420,076",$446,$893
Sep/22,Non Bali,Lombok,Villa,Professional,3,,11.8%,"Rp6,814,054",$448,"Rp13,628,107",$895,$895
Jan/22,Central Badung,Seminyak,Apartment,Professional,2,2,13.7%,"Rp1,842,487",$128,"Rp12,897,410",$897,$897
Apr/22,South Badung,Jimbaran,Apartment,Professional,2,1,100.0%,"Rp620,507",$43,"Rp13,030,642",$899,$899
Nov/24,Gianyar,Ubud,Guest House,Professional,3,3,23.4%,"Rp1,294,989",$82,"Rp7,122,438",$450,$899
Nov/22,Other,Lovina,Apartment,Individual ,1,,23.4%,"Rp324,857",$21,"Rp1,588,191",$101,$909
Aug/22,Other,Nusa Lembongan,Guest House,Professional,6,,14.7%,"Rp1,226,445",$83,"Rp3,372,725",$227,$909
Feb/22,Other,Lovina,Guest House,Individual ,1,,14.5%,"Rp252,114",$18,"Rp936,384",$65,$913
Mar/24,Other,Kintamani,Villa,Professional,1,9,8.9%,"Rp851,359",$54,"Rp2,067,542",$130,$913
Oct/24,Gianyar,Ubud,Guest House,Professional,3,2,27.5%,"Rp1,309,190",$83,"Rp7,200,547",$459,$918
Oct/21,Other,Nusa Lembongan,Guest House,Professional,2,,20.0%,"Rp769,408",$54,"Rp6,539,969",$462,$923
Mar/22,Tabanan,Tabanan,Apartment,Individual ,1,4,34.8%,"Rp831,498",$58,"Rp3,325,994",$231,$926
Sep/25,Other,Nusa Lembongan,Guest House,Professional,3,30,1.3%,"Rp2,586,697",$155,"Rp5,173,394",$310,$931
Feb/24,Non Bali,Lombok,Guest House,Individual ,5,,11.5%,"Rp2,092,174",$133,"Rp4,881,739",$311,$932
Aug/22,Mengwi,Mengwi,Apartment,Individual ,2,1,100.0%,"Rp604,550",$41,"Rp13,904,639",$937,$937
Oct/21,South Badung,Bukit,Apartment,Professional,2,1,10.0%,"Rp4,430,302",$313,"Rp13,290,905",$938,$938
Mar/22,Other,Lovina,Apartment,Individual ,1,,21.8%,"Rp615,780",$43,"Rp2,709,433",$189,$943
Sep/22,Non Bali,Lombok,Guest House,Individual ,4,,19.4%,"Rp1,106,857",$73,"Rp4,796,382",$315,$945
Jun/25,Gianyar,Ubud,Guest House,Individual ,5,3,5.9%,"Rp3,074,048",$189,"Rp7,685,120",$473,$947
Nov/21,Denpasar,Sanur,Villa,Professional,1,3,14.9%,"Rp1,232,845",$86,"Rp4,520,477",$316,$947
Aug/22,Other,Munduk,Villa,Individual ,2,2,46.2%,"Rp2,344,530",$158,"Rp7,033,590",$474,$948
Jun/23,Gianyar,Ubud,Apartment,Professional,1,5,35.5%,"Rp1,298,003",$87,"Rp4,759,294",$317,$953
Apr/24,Non Bali,Lombok,Villa,Individual ,6,,14.3%,"Rp3,879,783",$239,"Rp7,759,565",$477,$955
Nov/21,Mengwi,Mengwi,Apartment,Individual ,1,6,50.5%,"Rp284,891",$20,"Rp2,734,955",$191,$955
Apr/22,Non Bali,Lombok,Apartment,Individual ,1,,23.7%,"Rp449,077",$31,"Rp3,480,345",$240,$960
Jan/22,Other,Nusa Lembongan,Guest House,Professional,2,,8.1%,"Rp659,151",$46,"Rp1,977,412",$138,$963
Oct/21,Denpasar,Denpasar,Villa,Professional,5,1,50.0%,"Rp13,656,581",$964,"Rp13,656,581",$964,$964
Oct/21,Denpasar,Sanur,Villa,Professional,5,1,50.0%,"Rp13,656,581",$964,"Rp13,656,581",$964,$964
Feb/23,Other,Lovina,Apartment,Individual ,1,,40.4%,"Rp319,846",$21,"Rp2,452,202",$161,$965
Nov/21,Gianyar,Ubud,Apartment,Professional,1,2,51.2%,"Rp628,673",$44,"Rp6,915,407",$483,$966
Dec/21,Other,Kintamani,Guest House,Individual ,4,,18.8%,"Rp1,530,264",$107,"Rp4,590,840",$322,$966
Jan/22,South Badung,Jimbaran,Apartment,Professional,1,3,30.9%,"Rp817,613",$57,"Rp4,633,190",$322,$967
Sep/22,Non Bali,Lombok,Villa,Professional,2,,9.1%,"Rp4,931,223",$324,"Rp14,793,669",$972,$972
Oct/21,Other,Kintamani,Villa,Individual ,1,,18.9%,"Rp431,603",$30,"Rp2,301,929",$163,$975
Oct/21,North Badung,Kerobokan,Apartment,Individual ,3,2,37.3%,"Rp733,572",$52,"Rp733,572",$52,$984
Feb/22,South Badung,Jimbaran,Villa,Professional,2,2,51.6%,"Rp885,349",$62,"Rp7,082,796",$493,$986
Feb/23,Other,Kintamani,Villa,Individual ,4,,16.1%,"Rp1,692,246",$111,"Rp7,615,108",$500,$999
Apr/22,Other,Candidasa,Villa,Individual ,2,,12.7%,"Rp2,079,074",$143,"Rp2,910,704",$201,"$1,004"
Nov/21,Other,Lovina,Apartment,Individual ,1,,42.3%,"Rp436,310",$30,"Rp4,799,363",$335,"$1,005"
Nov/23,Mengwi,Mengwi,Apartment,Individual ,2,1,72.7%,"Rp975,773",$63,"Rp15,612,366","$1,007","$1,007"
Apr/22,Mengwi,Mengwi,Villa,Professional,2,3,20.3%,"Rp1,042,616",$72,"Rp4,865,587",$336,"$1,007"
Jun/22,Other,Amed,Villa,Individual ,4,,40.7%,"Rp1,879,777",$126,"Rp5,012,789",$337,"$1,010"
Oct/21,Denpasar,Denpasar,Apartment,Individual ,2,6,26.9%,"Rp493,226",$35,"Rp3,575,886",$252,"$1,010"
Feb/24,Other,Kintamani,Villa,Individual ,4,4,15.7%,"Rp1,449,595",$92,"Rp5,315,181",$338,"$1,015"
Jan/22,Central Badung,Kuta,Apartment,Individual ,2,8,8.4%,"Rp861,399",$60,"Rp2,091,928",$145,"$1,018"
Oct/21,Denpasar,Sanur,Guest House,Individual ,2,,22.3%,"Rp629,231",$44,"Rp4,824,106",$341,"$1,022"
Nov/24,North Badung,Padonan,Guest House,Individual ,5,5,36.1%,"Rp368,913",$23,"Rp3,246,433",$205,"$1,025"
Mar/24,Other,Nusa Lembongan,Guest House,Professional,5,6,14.7%,"Rp786,800",$50,"Rp2,753,802",$174,"$1,042"
Jan/22,Other,Kintamani,Guest House,Individual ,2,,16.6%,"Rp561,979",$39,"Rp3,793,356",$264,"$1,055"
Jan/22,Gianyar,Ubud,Guest House,Individual ,4,,3.5%,"Rp1,087,906",$76,"Rp1,523,068",$106,"$1,059"
Dec/22,Non Bali,Lombok,Apartment,Individual ,2,,60.9%,"Rp1,192,575",$77,"Rp16,696,044","$1,073","$1,073"
Nov/21,Other,Nusa Lembongan,Villa,Professional,3,,3.7%,"Rp7,702,699",$538,"Rp15,405,399","$1,076","$1,076"
Sep/23,Other,Kintamani,Villa,Individual ,4,,7.9%,"Rp2,381,885",$154,"Rp5,557,783",$360,"$1,079"
Apr/22,Other,Lovina,Apartment,Individual ,1,,17.6%,"Rp629,838",$43,"Rp3,149,192",$217,"$1,086"
Aug/22,South Badung,Bukit,Guest House,Individual ,5,,23.3%,"Rp769,079",$52,"Rp5,383,504",$363,"$1,088"
Jan/23,Non Bali,Lombok,Apartment,Individual ,2,,45.8%,"Rp1,482,629",$99,"Rp16,308,923","$1,088","$1,088"
Jun/22,Tabanan,Tabanan,Apartment,Individual ,1,2,40.0%,"Rp1,162,446",$78,"Rp16,274,237","$1,093","$1,093"
Mar/22,Other,Munduk,Villa,Individual ,1,3,17.1%,"Rp1,050,013",$73,"Rp5,250,063",$365,"$1,096"
Nov/21,North Badung,Kerobokan,Apartment,Professional,1,3,87.8%,"Rp436,203",$30,"Rp5,234,431",$366,"$1,097"
Oct/21,Gianyar,Ubud,Apartment,Professional,1,2,43.6%,"Rp648,723",$46,"Rp7,784,673",$550,"$1,099"
Mar/22,Other,Amed,Villa,Individual ,4,,16.1%,"Rp1,759,558",$122,"Rp7,918,011",$551,"$1,102"
Jun/23,Other,Candidasa,Apartment,Individual ,1,,22.3%,"Rp570,977",$38,"Rp3,311,669",$221,"$1,105"
Jan/22,South Badung,Jimbaran,Villa,Professional,2,2,41.2%,"Rp1,134,939",$79,"Rp7,944,575",$552,"$1,105"
Oct/22,Other,Kintamani,Villa,Individual ,4,,34.9%,"Rp574,534",$37,"Rp5,745,292",$368,"$1,105"
Oct/23,Gianyar,Ubud,Apartment,Professional,1,3,14.7%,"Rp1,601,092",$101,"Rp5,870,617",$370,"$1,109"
Feb/22,Central Badung,Legian,Apartment,Individual ,2,17,7.8%,"Rp1,063,252",$74,"Rp1,993,597",$139,"$1,110"
Feb/24,Mengwi,Mengwi,Apartment,Individual ,2,3,34.1%,"Rp1,164,427",$74,"Rp8,733,203",$556,"$1,112"
Jan/22,Other,Lovina,Apartment,Individual ,1,,15.2%,"Rp1,143,119",$79,"Rp5,334,603",$371,"$1,113"
May/25,Mengwi,Mengwi,Guest House,Professional,1,10,10.3%,"Rp676,700",$42,"Rp3,045,095",$187,"$1,122"
Nov/22,Central Badung,Legian,Apartment,Individual ,3,3,50.0%,"Rp981,807",$62,"Rp5,890,787",$374,"$1,123"
